Class,HighTaxon,Taxon,Species,Mass,BMR,Reference
Mammals,Eutheria,RodMyom,Phodopus_roborovskii,21.8,30.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Phodopus_sungorus,31.3,39.13,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Phyllotis_darwini,72.1,66.95,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Phyllotis_magister,50.7,61.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Phyllotis_xanthopygus,35.9,45.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Podomys_floridanus,30.8,51.74,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Reithrodon_auritus,78.7,76.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Reithrodontomys_humilis,8.4,36.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Reithrodontomys_megalotis,7.85,20.65,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Scotinomys_teguina,12,33.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Scotinomys_xerampelinus,15.2,31.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_planifrons,155.6,207,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_alleni,120.1,194.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_fulviventer,166.4,244.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_toltecus,87.8,212.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_mascotensis,116.2,177.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_hirsutus,109.8,184.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_hispidus,152.4,126.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_leucotis,128.6,186.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sigmodon_ochrognathus,115.1,154.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Tscherskia_triton,132,162.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Dipus_sagitta,79.2,90.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Jaculus_jaculus,74.5,91.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Jaculus_orientalis,139.1,139.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Napaeozapus_insignis,21.6,38.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sicista_betulina,11.5,38,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Zapus_hudsonius,30,45,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Zapus_princeps,27.5,56.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Acomys_cahirinus,42,46.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Acomys_russatus,51.1,40.84,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Acomys_spinosissimus,27.02,44.15,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Acomys_subspinosus,32.26,83.46,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_agrarius,24.37,80.18,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_alpicola,31.1,55.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_argenteus,15.7,49.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_chevrieri,32.56,87.91,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_flavicollis,33.3,67.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_mystacinus,31.1,51.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_speciosus,34.2,53.69,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_sylvaticus,25.3,42.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Apodemus_witherbyi,19.6,47.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Conilurus_penicillatus,212.3,162.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Desmodillus_auricularis,71.9,87.72,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Dipodillus_campestris,42.2,46.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Dipodillus_dasyurus,27.6,29.26,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbilliscus_afra,106.5,182.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbilliscus_leucogaster,157.6,132.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillurus_paeba,31.13,27.71,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillurus_setzeri,46.1,37.02,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillurus_tytonis,29.9,31.69,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillurus_vallinus,38.8,34.77,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillus_andersoni,35.3,38.83,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillus_gerbillus,29.7,42.47,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillus_nanus,28.4,22.41,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillus_perpallidus,52.4,48.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillus_pusillus,12.6,13.48,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Gerbillus_pyramidum,108.5,72.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Golunda_ellioti,56.2,60.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Hydromys_chrysogaster,780,458.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Lemniscomys_rosalia,48.8,59.05,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Mastomys_natalensis,41.5,32.79,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Meriones_crassus,119.8,154.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Meriones_hurrianae,72.3,53.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Meriones_meridianus,45,61.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Meriones_tristrami,112,98.56,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Meriones_unguiculatus,63.6,65.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Micaelamys_namaquensis,66.3,52.38,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Micromys_minutus,7.4,21.16,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Millardia_meltada,67.4,58.64,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Mus_macedonicus,14.04,19.38,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Mus_minutoides,8.27,21.68,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Mus_musculus,22.8,35.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Mus_spretus,21.8,61.91,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myotomys_sloggetti,113.3,134,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Myotomys_unisulcatus,96,106.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Notomys_alexis,33,40.2,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Notomys_cervinus,34.2,41.72,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Otomys_irroratus,102.1,84.95,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Parotomys_brantsii,86.5,83.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Psammomys_obesus,127.6,74.39,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Pseudomys_albocinereus,27.9,43.52,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Pseudomys_gracilicaudatus,79.8,83.79,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Pseudomys_hermannsburgensis,11.7,16.97,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rattus_colletti,165.7,123,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rattus_fuscipes,77.4,68.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rattus_lutreolus,109.1,63.3,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rattus_niobe,42.3,53.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rattus_norvegicus,224.3,283.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rattus_rattus,117,137.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rattus_villosissimus,184.4,107,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Rhabdomys_pumilio,48.3,43.95,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Sekeetamys_calurus,59.5,46.4,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Stochomys_longicaudatus,89.3,102.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Tatera_indica,86.8,75.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Thallomys_paedulcus,124.7,68.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Uromys_caudimaculatus,819,570.6,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Cricetomys_gambianus,1870.9,1141,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Macrotarsomys_ingens,64.3,53.35,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Malacothrix_typica,21.7,20.62,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Mystromys_albicaudatus,93.78,126.8,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Petromyscus_collinus,20.41,20.61,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Saccostomus_campestris,78.1,48.24,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Steatomys_pratensis,27.5,36.16,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Cannomys_badius,344,172,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Spalax_carmeli,117,99.5,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Spalax_galili,128,110.1,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Spalax_golani,133.8,70.9,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Spalax_judaei,121,75,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Spalax_leucodon,201,148.7,Genoud et al. (2017)
Mammals,Eutheria,RodMyom,Tachyoryctes_splendens,191,150.9,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Dryomys_nitedula,25.1,88.1,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Eliomys_quercinus,44.3,77,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Glis_glis,151.3,92.29,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Muscardinus_avellanarius,20.6,75.19,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Graphiurus_ocularis,67.8,66.24,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Graphiurus_murinus,38.4,40.36,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Aplodontia_rufa,630,277.2,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Ammospermophilus_leucurus,112.8,98,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Cynomys_ludovicianus,1112.3,426,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Epixerus_ebii,460,241.7,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Funisciurus_congicus,112.3,97.7,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Funisciurus_isabella,90,79.4,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Funisciurus_anerythrus,185,127.5,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Funisciurus_lemniscatus,95,89.59,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Funisciurus_pyrropus,244,181.3,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Glaucomys_volans,61.5,64.58,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Heliosciurus_rufobrachium,271,162.5,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Marmota_flaviventris,2790,848.2,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Marmota_marmota,3599,1332,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Marmota_monax,2650,651,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Paraxerus_cepapi,223.6,145.4,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Paraxerus_palliatus,206,179.2,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Paraxerus_poensis,97,127.5,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Protoxerus_stangeri,696,434.2,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Sciurus_aberti,624,430.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Sciurus_carolinensis,440,369.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Sciurus_variegatoides,130,178,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_armatus,306.2,165.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_beecheyi,402.3,217.2,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_beldingi,283.3,153.2,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_citellus,243,239.4,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_dauricus,347,182.4,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_franklinii,607,388.5,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_lateralis,260.2,129.5,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_mexicanus,199,278.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_mohavensis,239.5,111.3,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_undulatus,680,588,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_parryii,565.6,397.5,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_richardsonii,258.8,130.1,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_saturatus,252.2,163,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_spilosoma,148.8,88.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_tereticaudus,167.2,93.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_townsendii,198.7,114.4,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Spermophilus_tridecemlineatus,182.3,104.5,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamias_alpinus,39.1,57.87,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamias_amoenus,52.7,76.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamias_merriami,75,78.8,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamias_minimus,33.5,51.3,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamias_palmeri,69.4,113.1,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamias_speciosus,70.7,104.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamias_striatus,87.4,90,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Tamiasciurus_hudsonicus,268,246.6,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Xerus_inauris,528,317.9,Genoud et al. (2017)
Mammals,Eutheria,RodSciuro,Xerus_princeps,608,343.5,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Cabassous_centralis,3810,811.5,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Chaetophractus_nationi,2150,559,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Chaetophractus_vellerosus,1110,306.4,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Chaetophractus_villosus,4540,808.1,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Dasypus_novemcinctus,4180,779.7,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Dasypus_sabanicola,1380,310.9,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Euphractus_sexcinctus,8190,1237,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Priodontes_maximus,45190,3028,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Tolypeutes_matacus,1160,210,Genoud et al. (2017)
Mammals,Eutheria,Cingulata,Zaedyus_pichiy,1740,393.2,Genoud et al. (2017)
Mammals,Eutheria,Pilosa,Bradypus_tridactylus,3746,580.6,Genoud et al. (2017)
Mammals,Eutheria,Pilosa,Bradypus_variegatus,3790,686,Genoud et al. (2017)
Mammals,Eutheria,Pilosa,Cyclopes_didactylus,240,114.5,Genoud et al. (2017)
Mammals,Eutheria,Pilosa,Choloepus_hoffmanni,4250,799,Genoud et al. (2017)
Mammals,Eutheria,Pilosa,Myrmecophaga_tridactyla,30600,2601,Genoud et al. (2017)
Mammals,Eutheria,Pilosa,Tamandua_mexicana,4210,850.4,Genoud et al. (2017)
Mammals,Eutheria,Pilosa,Tamandua_tetradactyla,3500,885.5,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Antechinomys_laniger,24.2,23.72,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Antechinus_flavipes,45,45,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Antechinus_stuartii,36.5,36.6,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Antechinus_swainsonii,66.9,63.82,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Dasycercus_cristicauda,88.8,46.18,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Dasykaluta_rosamondae,35.5,19.53,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Dasyuroides_byrnei,118.2,82.74,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Dasyurus_geoffroii,1385,500,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Dasyurus_hallucatus,516,250,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Dasyurus_maculatus,3840,1195,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Dasyurus_viverrinus,909.9,409.5,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Ningaui_yvonnae,11.6,15.66,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Phascogale_calura,34.7,28.8,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Phascogale_tapoatafa,157.2,127.3,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Planigale_gilesi,9.5,12.16,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Planigale_ingrami,7.1,11.29,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Planigale_maculata,8.5,10.71,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Planigale_tenuirostris,5.7,7.11,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Pseudantechinus_macdonnellensis,43.1,27.15,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Sarcophilus_harrisii,5050,1414,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Sminthopsis_crassicaudata,17.7,22.13,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Sminthopsis_macroura,22,23.54,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Sminthopsis_murina,19,21.41,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Sminthopsis_ooldea,10.6,18.9,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Sminthopsis_psammophila,43.6,34.7,Genoud et al. (2017)
Mammals,Marsupialia,Dasyuro,Myrmecobius_fasciatus,488,180.6,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Caluromys_derbianus,357,203.5,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Caluromys_philander,170,127.5,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Chironectes_minimus,922.9,366.5,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Didelphis_aurita,1256,1141.7,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Didelphis_marsupialis,1329,611.3,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Didelphis_virginiana,3257,1074.8,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Gracilinanus_agilis,31.4,31.4,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Gracilinanus_microtarsus,13,18.92,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Lutreolina_crassicaudata,812,405.9,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Marmosa_robinsoni,122,97.6,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Metachirus_nudicaudatus,261,156.6,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Micoureus_paraguayanus,170.1,129.3,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Monodelphis_brevicaudata,111,75.5,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Monodelphis_domestica,104,59.49,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Philander_opossum,249,186.8,Genoud et al. (2017)
Mammals,Marsupialia,Didelphi,Thylamys_elegans,40.2,43.01,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Acrobates_pygmaeus,14,15.12,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Burramys_parvus,44.3,36.85,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Cercartetus_concinnus,18.6,22.32,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Cercartetus_lepidus,12.6,18.77,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Cercartetus_nanus,36,23.76,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Dendrolagus_matschiei,6960,1426.8,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Lagorchestes_conspicillatus,2660,851.2,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Macropus_eugenii,4796,1382,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Macropus_giganteus,26400,5861,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Macropus_robustus,22716,4543,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Macropus_rufogriseus,4800,2160,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Macropus_rufus,32490,5791,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Setonix_brachyurus,2654,823.3,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Gymnobelideus_leadbeateri,166.3,103.1,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Petaurus_breviceps,127.7,76.37,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Phalanger_carmelitae,1389.7,534.9,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Phalanger_gymnotis,1565.5,518.2,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Phalanger_intercastellanus,1671.4,658.4,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Phalanger_orientalis,2181.3,883.4,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Phalanger_sericeus,1353.2,428.8,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Spilocuscus_maculatus,4250,1020,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Trichosurus_vulpecula,1982,625,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Phascolarctos_cinereus,4765,1053,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Aepyprymnus_rufescens,2820,1069,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Bettongia_gaimardi,2070,952.2,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Bettongia_penicillata,1070,592,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Potorous_tridactylus,950,437,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Pseudocheirus_peregrinus,917,302.6,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Petauroides_volans,1000,432.8,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Tarsipes_rostratus,5.4,13.6,Genoud et al. (2017)
Mammals,Marsupialia,Diproto,Lasiorhinus_latifrons,25250,2525,Genoud et al. (2017)
Mammals,Marsupialia,Microbio,Dromiciops_gliroides,40.2,31.76,Genoud et al. (2017)
Mammals,Marsupialia,Notoryctem,Notoryctes_caurinus,34,21.42,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Echymipera_kalubu,695,344,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Echymipera_rufescens,1276,541,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Isoodon_auratus,428,149.8,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Isoodon_macrourus,1551,580.1,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Isoodon_obesulus,1380,448.5,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Perameles_bougainville,255,161,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Perameles_gunnii,681,375,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Perameles_nasuta,645,316.1,Genoud et al. (2017)
Mammals,Marsupialia,Peramelo,Macrotis_lagotis,1577,544.1,Genoud et al. (2017)
Mammals,Monotremata,Monotre,Ornithorhynchus_anatinus,1284,475,Genoud et al. (2017)
Mammals,Monotremata,Monotre,Tachyglossus_aculeatus,2140,280.3,Genoud et al. (2017)
Mammals,Monotremata,Monotre,Zaglossus_bruijni,10300,1215.4,Genoud et al. (2017)
