Class,Species,Mass,Temperature,MR
Birds,Carpodacus_mexicanus,20.4,41.035,55.53672
Birds,Carpodacus_cassinii,27.4,40.414,60.85254
Birds,Agelaius_phoeniceus,43.1,40.964,86.45731
Birds,Coturnix_coturnix,97.5,39.555,185.1045
Birds,Lophortyx_gambelii,126.1,41.235,135.5104
Birds,Pterocles_orientalis,386.4,40.205,348.7981
Birds,Cardinalis_sinuata,32,40.9,64
Birds,Cardinalis_cardinalis,41.3,40.5,81.361
Birds,Spinus_tristis,12.8,39.3,54.272
Birds,Spinus_pinus,13.8,38.8,62.376
Birds,Larus_argentatus,1000,42,860.4179
Birds,Meliphaga_virescens,25,39,63.40299
Birds,Lichmera_indistincta,9,39,37.25373
Birds,Geococcyx_californianus,284.7,39.8,261.924
Birds,Spizella_passerina,11.9,40.8,34.51
Birds,Ammodramus_savannarum,13.8,38.6,31.878
Birds,Melospiza_georgiana,14.9,39.7,38.144
Birds,Melospiza_melodia,19.1,40.9,45.458
Birds,Passerculus_sandwichensis,15.9,39.8,40.227
Birds,Pooectes_gramineus,21.5,39.5,49.02
Birds,Zonotrichia_albicollis,20.2,40.5,50.5
Birds,Zonotrichia_leucophrys,26.1,40.9,61.074
Birds,Zonotrichia_querula,33.3,41.3,80.586
Birds,Parula_americana,7,38,22.05
Birds,Dendroica_dominica,9.8,39.7,28.812
Birds,Dendroica_palmarum,9.8,40.9,27.93
Birds,Dendroica_coronata,11.5,40.5,33.81
Birds,Geothlypis_trichas,10.6,41,30.846
Birds,Wilsonia_citrina,12,41.2,38.52
Birds,Protonotaria_citrea,12.8,40.3,35.456
Birds,Seiurus_noveboracensis,18.7,41.7,49.929
Birds,Seiurus_aurocapillus,19,41.5,43.13
Birds,Empidonax_virescens,12.3,40.5,31.734
Birds,Contopus_virens,13.9,41.5,46.148
Birds,Sayornis_phoebe,21.6,41.2,61.56
Birds,Myiarchus_crinitus,33.9,41.2,68.817
Birds,Scardafella_inca,42,40.2,46.62
Birds,Spheniscus_humboldti,3870,39,1699.967
Birds,Todus_mexicanus,6.05,36.9,20.17675
Reptiles,Aligator_mississippiensis,1287,10,7.2072
Reptiles,Aligator_mississippiensis,1287,15,13.44915
Reptiles,Aligator_mississippiensis,1287,20,27.09135
Reptiles,Aligator_mississippiensis,1287,25,47.16855
Reptiles,Aligator_mississippiensis,1287,30,58.36545
Reptiles,Aligator_mississippiensis,1287,35,103.7322
Reptiles,Sphenodon_punctatum,430,21,9.46
Reptiles,Sphenodon_punctatum,430,25,13.33
Reptiles,Acabthodactylus_boskianus,15.48,10,0.8514
Reptiles,Acabthodactylus_boskianus,15.48,15,0.66564
Reptiles,Acabthodactylus_boskianus,15.48,20,1.95048
Reptiles,Acabthodactylus_boskianus,11.64,25,2.25234
Reptiles,Acabthodactylus_boskianus,11.64,30,2.619
Reptiles,Acabthodactylus_boskianus,11.64,35,3.28248
Reptiles,Acabthodactylus_boskianus,7.8,40,2.34
Reptiles,Acanthodactylus_erythrurus,9,20,1.17
Reptiles,Acanthodactylus_erythrurus,9,25,1.62
Reptiles,Acanthodactylus_erythrurus,9,30,2.25
Reptiles,Acanthodactylus_erythrurus,9,35,3.15
Reptiles,Acanthodactylus_opheodurus,3.8,20,0.38
Reptiles,Acanthodactylus_opheodurus,3.8,30,0.7904
Reptiles,Acanthodactylus_opheodurus,3.8,35,1.3794
Reptiles,Acanthodactylus_pardalis,9.7,25,3.4823
Reptiles,Acanthodactylus_pardalis,9.7,30,3.88
Reptiles,Acanthodactylus_pardalis,9.7,35,4.559
Reptiles,Acanthodactylus_pardalis,9.7,40,6.79
Reptiles,Acanthodactylus_schmidti,14.5,20,1.015
Reptiles,Acanthodactylus_schmidti,14.5,30,2.1895
Reptiles,Acanthodactylus_schmidti,14.5,35,3.219
Reptiles,Acanthodactylus_schreiberi,10.9,25,1.6241
Reptiles,Acanthodactylus_schreiberi,10.9,30,2.18
Reptiles,Acanthodactylus_schreiberi,10.9,35,2.7141
Reptiles,Acanthodactylus_schreiberi,10.9,40,3.0411
Reptiles,Acanthodactylus_scutellatus,6.6,25,1.056
Reptiles,Acanthodactylus_scutellatus,6.6,30,1.2474
Reptiles,Acanthodactylus_scutellatus,6.6,35,2.376
Reptiles,Acanthodactylus_scutellatus,6.6,40,3.036
Reptiles,Acanthophis_praelongus,105.5,24,3.798
Reptiles,Acanthophis_praelongus,105.5,27,5.3805
Reptiles,Acanthophis_praelongus,105.5,30,4.9585
Reptiles,Acanthophis_praelongus,105.5,33,7.385
Reptiles,Acontias_meleagris,7.3,23,0.4088
Reptiles,Acontias_meleagris,7.3,33,0.6789
Reptiles,Acrantophis_dumerili,2548.5,20,19.38909
Reptiles,Acrantophis_dumerili,2548.5,30,48.2249
Reptiles,Acrantophis_dumerili,2548.5,34,75.32343
Reptiles,Acrochordus_aradurae,1047.7,27,28.2879
Reptiles,Acrochordus_aradurae,1047.7,30,24.62095
Reptiles,Amblyrhynchus_cristatus,747.5,25,27.28375
Reptiles,Amblyrhynchus_cristatus,489,30,28.362
Reptiles,Amblyrhynchus_cristatus,489,35,48.9
Reptiles,Amblyrhynchus_cristatus,489,40,88.02
Reptiles,Amphibolurus_barbatus,373,20,16.3747
Reptiles,Amphibolurus_barbatus,373,30,36.5167
Reptiles,Amphibolurus_barbatus,373,37,52.22
Reptiles,Amphibolurus_nuchalis,34.3,37,6.86
Reptiles,Amphibolurus_nuchalis,24.65,40,5.94065
Reptiles,Anarbylus_switaki,9.48,25,0.699624
Reptiles,Anguis_fragilis,13.3,20,1.463
Reptiles,Anguis_fragilis,12.067,30,0.710746
Reptiles,Anguis_fragilis,13.3,35,2.9659
Reptiles,Anniella_pulchra,4.9,6,0.1372
Reptiles,Anniella_pulchra,5.2,13,0.1508
Reptiles,Anniella_pulchra,4.5,20,0.340875
Reptiles,Anniella_pulchra,4.8466,25,0.316483
Reptiles,Anniella_pulchra,4.9,30,0.5684
Reptiles,Anolis_acutus,4.3,25,0.81958
Reptiles,Anolis_acutus,4.3,30,1.247
Reptiles,Anolis_bonariensis,12,27,0.78
Reptiles,Anolis_bonariensis,12,33,1.692
Reptiles,Anolis_carolinensis,4.5,20,0.495
Reptiles,Anolis_carolinensis,4.5,30,0.846
Reptiles,Anolis_limifrons,1.5,20,0.12
Reptiles,Anolis_limifrons,1.4,30,0.3388
Reptiles,Antaresia_childreni,331.7,24,11.6095
Reptiles,Antaresia_childreni,372.6,27,17.8848
Reptiles,Antaresia_childreni,331.7,30,24.2141
Reptiles,Antaresia_childreni,372.5,33,33.8975
Reptiles,Antaresia_stimsoni,360.7,24,21.2813
Reptiles,Antaresia_stimsoni,360.7,27,18.3957
Reptiles,Antaresia_stimsoni,349.9,30,19.9443
Reptiles,Antaresia_stimsoni,371.8,33,29.3722
Reptiles,Aspidites_melanocephalus,1027.5,24,37.70925
Reptiles,Aspidites_melanocephalus,1027.5,27,55.485
Reptiles,Aspidites_melanocephalus,1027.5,30,75.0075
Reptiles,Aspidites_melanocephalus,1027.5,33,103.7775
Reptiles,Blanus_cinereus,2.4,20,0.288
Reptiles,Blanus_cinereus,2.4,30,0.4224
Reptiles,Blanus_cinereus,2.4,35,0.7944
Reptiles,Boa_constrictor,5406.25,20,57.03594
Reptiles,Boa_constrictor,7815.5,30,126.028
Reptiles,Boa_constrictor,7815.5,34,196.5676
Reptiles,Bunopus_tuberculatus,2.5,20,1.175
Reptiles,Bunopus_tuberculatus,2.5,30,1.87
Reptiles,Bunopus_tuberculatus,2.5,35,2.5575
Reptiles,Candoia_carinatus,521.9,20,3.831319
Reptiles,Candoia_carinatus,521.9,30,10.41087
Reptiles,Candoia_carinatus,521.9,34,16.33647
Reptiles,Chalcides_ocellatus,22.06,5,0.4412
Reptiles,Chalcides_ocellatus,22.06,10,0.579075
Reptiles,Chalcides_ocellatus,22.06,15,0.751143
Reptiles,Chalcides_ocellatus,22.06,20,1.020275
Reptiles,Chalcides_ocellatus,22.06,25,1.517728
Reptiles,Chalcides_ocellatus,22.06,30,2.048492
Reptiles,Chalcides_ocellatus,22.06,33,2.07364
Reptiles,Chalcides_ocellatus,22.06,35,3.125902
Reptiles,Chironius_quadricarinatus,61,20,2.074
Reptiles,Cnemidophorus_murinus,85,27,4.93
Reptiles,Cnemidophorus_murinus,85,40,15.555
Reptiles,Cnemidophorus_tigris,18,20,1.1196
Reptiles,Cnemidophorus_tigris,18,30,2.52
Reptiles,Cnemidophorus_tigris,18,37,4.86
Reptiles,Coleonyx_variegatus,3.43,25,0.502495
Reptiles,Coluber_constrictor,262,35,16.768
Reptiles,Corallus_caninus,556,20,4.914671
Reptiles,Corallus_caninus,556,30,14.75437
Reptiles,Corallus_caninus,556,34,19.2631
Reptiles,Corallus_enhydris,802,20,7.849386
Reptiles,Corallus_enhydris,802,30,18.79829
Reptiles,Corallus_enhydris,802,34,27.00474
Reptiles,Crotalus_viridis,301,35,24.08
Reptiles,Cosymbotus_platyurus,3.5,27,0.35
Reptiles,Crotalus_viridis,301,35,19.264
Reptiles,Crotaphytus_collaris,30,20,2.4
Reptiles,Crotaphytus_collaris,30,30,5.4
Reptiles,Crotaphytus_collaris,30,37,8.4
Reptiles,Ctenotus_labillardieri,2.8,20,0.19992
Reptiles,Cyclagras_gigas,2680,20,85.76
Reptiles,Diadophis_punctatus,5,20,0.28
Reptiles,Diadophis_punctatus,4.4,30,0.5808
Reptiles,Diplometopon_zarudnyi,6.34,10,0.2536
Reptiles,Diplometopon_zarudnyi,6.34,15,0.317
Reptiles,Diplometopon_zarudnyi,6.34,20,0.5706
Reptiles,Diplometopon_zarudnyi,6.34,25,0.70374
Reptiles,Diplometopon_zarudnyi,6.34,30,0.70374
Reptiles,Diplometopon_zarudnyi,6.34,35,0.97002
Reptiles,Dipsas_albifrons,22,20,0.792
Reptiles,Dipsosaurus_dorsalis,40.36,20,1.6144
Reptiles,Dipsosaurus_dorsalis,40.36,25,1.87674
Reptiles,Dipsosaurus_dorsalis,40.36,30,2.8252
Reptiles,Dipsosaurus_dorsalis,40.36,35,6.054
Reptiles,Dipsosaurus_dorsalis,40.36,37,4.96428
Reptiles,Dipsosaurus_dorsalis,40.36,40,7.2648
Reptiles,Dipsosaurus_dorsalis,40.36,45,10.09
Reptiles,Egernia_cunninghami,261,20,8.874
Reptiles,Egernia_cunninghami,261,30,22.707
Reptiles,Elaphe_guttata,800,25,90.4
Reptiles,Epicrates_cenchria,416,20,5.0342
Reptiles,Epicrates_cenchria,416,30,12.15859
Reptiles,Epicrates_cenchria,416,34,19.38448
Reptiles,Eryx_colubrinus,85.85,20,1.272384
Reptiles,Eryx_colubrinus,85.85,30,3.345878
Reptiles,Eryx_colubrinus,85.85,34,4.811108
Reptiles,Eumeces_fasciatus,7,30,1.68
Reptiles,Eumeces_inexpectatus,9.6,30,1.4688
Reptiles,Eumeces_obsoletus,30,20,1.5
Reptiles,Eumeces_obsoletus,30,30,5.1
Reptiles,Eumeces_obsoletus,30,37,10.2
Reptiles,Eunectes_murinus,1130,20,23.73
Reptiles,Eunectes_notaeus,14400,20,216
Reptiles,Garthia_gaudichaudi,0.805,25,0.076958
Reptiles,Garthia_gaudichaudi,0.805,35,0.192395
Reptiles,Gekko_gecko,61.5,30,5.9286
Reptiles,Gerrhonotus_multicarinatus,29,20,1.6472
Reptiles,Gerrhonotus_multicarinatus,29,30,4.93
Reptiles,Gonotodes_antillensis,1.8,27,0.198
Reptiles,Gonotodes_antillensis,1.8,34,0.2988
Reptiles,Helicops_modestus,196,20,6.86
Reptiles,Helicops_modestus,196,25,7.84
Reptiles,Helicops_modestus,196,30,10.78
Reptiles,Hemidactylus_frenatus,4.4,20,0.2596
Reptiles,Hemidactylus_frenatus,4.4,26,0.6864
Reptiles,Hemidactylus_frenatus,2,27,0.21
Reptiles,Hemidactylus_frenatus,4.4,30,0.9196
Reptiles,Iguana_iguana,795,20,31.8
Reptiles,Iguana_iguana,795,30,64.395
Reptiles,Iguana_iguana,795,37,119.25
Reptiles,Klauberina_riversiana,19,20,0.665
Reptiles,Klauberina_riversiana,19,25,1.102
Reptiles,Klauberina_riversiana,19,30,1.995
Reptiles,Klauberina_riversiana,19,35,0.38
Reptiles,L._sicula,7,30,0.98
Reptiles,Lacerta_agilis,8.4,20,1.5204
Reptiles,Lacerta_agilis,8.4,30,3.024
Reptiles,Lacerta_agilis,8.4,35,4.0908
Reptiles,Lacerta_viridis,20,30,2.2
Reptiles,Lacerta_viridis,31,20,0.837
Reptiles,Lacerta_vivipara,3.95,30,0.93615
Reptiles,Lacerta_vivipara,3.19,5,0.10208
Reptiles,Lacerta_vivipara,3.19,10,0.20416
Reptiles,Lacerta_vivipara,3.19,15,0.28391
Reptiles,Lacerta_vivipara,3.19,20,0.55825
Reptiles,Lacerta_vivipara,3.19,25,0.8294
Reptiles,Lacerta_vivipara,3.19,30,1.06865
Reptiles,Lacerta_vivipara,3.19,35,1.595
Reptiles,Lacerta_vivipara,3.19,5,0.163647
Reptiles,Lacerta_vivipara,3.19,10,0.271469
Reptiles,Lacerta_vivipara,3.19,15,0.393327
Reptiles,Lacerta_vivipara,3.19,20,0.43065
Reptiles,Lacerta_vivipara,3.19,25,0.78155
Reptiles,Lacerta_vivipara,3.9,35,2.184
Reptiles,Lampropeltis_getulus,1217,26,34.076
Reptiles,Lampropeltis_miliaris,401,20,13.634
Reptiles,Lampropeltis_miliaris,401,25,19.248
Reptiles,Lampropeltis_miliaris,401,30,31.278
Reptiles,Leimadophis_poecilogyrus,42,20,1.68
Reptiles,Lepidophyma_gaigeae,5,15,0.135
Reptiles,Lepidophyma_gaigeae,5,20,0.3075
Reptiles,Lepidophyma_gaigeae,5,25,0.39
Reptiles,Lepidophyma_gaigeae,5,30,0.65
Reptiles,Lepidophyma_smithi,25,20,0.7725
Reptiles,Lepidophyma_smithi,25,25,1.25
Reptiles,Lepidophyma_smithi,25,30,1.75
Reptiles,Liasis_fuscus,1306.9,24,18.2966
Reptiles,Liasis_fuscus,1306.9,27,23.26282
Reptiles,Liasis_fuscus,1306.9,30,28.7518
Reptiles,Liasis_fuscus,1306.9,33,52.276
Reptiles,Liasis_olivaceus,3000.7,24,45.0105
Reptiles,Liasis_olivaceus,3000.7,27,75.0175
Reptiles,Liasis_olivaceus,3323.2,30,109.6656
Reptiles,Liasis_olivaceus,3000.7,33,102.0238
Reptiles,Lichanura_roseofusca,314,32,21.98
Reptiles,Lichanura_roseofusca,314,32,204.1
Reptiles,Lichanura_trivirgata,182,20,2.379161
Reptiles,Lichanura_trivirgata,182,30,6.059368
Reptiles,Lichanura_trivirgata,182,34,10.08765
Reptiles,Morelia_spilota,1516.5,24,42.462
Reptiles,Morelia_spilota,1516.5,27,60.66
Reptiles,Morelia_spilota,1516.5,30,80.3745
Reptiles,Morelia_spilota,1516.5,33,78.858
Reptiles,Morelia_spilota,1938.4,24,50.3984
Reptiles,Morelia_spilota,2170,27,62.93
Reptiles,Morelia_spilota,2173.5,30,56.511
Reptiles,Morelia_spilota,2828.7,33,124.4628
Reptiles,Morelia_spilota,1065.5,20,12.42428
Reptiles,Morelia_spilota,1065.5,30,38.37135
Reptiles,Morelia_spilota,1065.5,34,52.15962
Reptiles,Masticodryas_bifossatus,735,20,31.605
Reptiles,Masticophis_flagellum,262,35,222.7
Reptiles,Natrix_maura,22.5,5,0.144632
Reptiles,Natrix_maura,22.5,10,6.384478
Reptiles,Natrix_maura,22.5,15,0.402904
Reptiles,Natrix_maura,22.5,20,0.661176
Reptiles,Natrix_maura,22.5,25,1.033087
Reptiles,Natrix_maura,22.5,30,1.446322
Reptiles,Natrix_maura,22.5,35,2.789335
Reptiles,Natrix_natrix,84,20,7.56
Reptiles,Natrix_natrix,82.5,5,0.32849
Reptiles,Natrix_natrix,82.5,10,1.231836
Reptiles,Natrix_natrix,82.5,15,1.806693
Reptiles,Natrix_natrix,82.5,20,3.558638
Reptiles,Natrix_natrix,82.5,25,5.748569
Reptiles,Natrix_natrix,82.5,30,11.2234
Reptiles,Natrix_natrix,82.5,35,16.15074
Reptiles,Natrix_natrix,37.5,5,0.257616
Reptiles,Natrix_natrix,37.5,10,0.348539
Reptiles,Natrix_natrix,37.5,15,0.651616
Reptiles,Natrix_natrix,37.5,20,1.182002
Reptiles,Natrix_natrix,37.5,25,1.818464
Reptiles,Natrix_natrix,37.5,30,2.727696
Reptiles,Natrix_natrix,37.5,35,5.152315
Reptiles,Nerodia_rhombifera,238,20,14.28
Reptiles,Nerodia_rhombifera,238,30,22.61
Reptiles,Ophisaurus_ventralis,32.185,25,1.242341
Reptiles,Oxyrhopus_trigeminus,98,20,3.43
Reptiles,Pelamis_platurus,116,30,6.96
Reptiles,Philodryas_olfersii,176,20,6.864
Reptiles,Philodryas_patagoniensis,388,20,19.788
Reptiles,Philodryas_serra,135,20,4.725
Reptiles,Phrynosoma_cornutum,35,25,3.36
Reptiles,Phrynosoma_cornutum,35,35,5.81
Reptiles,Phrynosoma_douglassi,28,25,3.22
Reptiles,Phrynosoma_douglassi,28,35,4.788
Reptiles,Phrynosoma_m'calli,16,20,1.12
Reptiles,Phrynosoma_m'calli,16,30,2.72
Reptiles,Phrynosoma_m'calli,16,37,4.4
Reptiles,Physignathus_lesueurii,504,20,16.5816
Reptiles,Physignathus_lesueurii,504,30,40.32
Reptiles,Physignathus_lesueurii,504,37,70.56
Reptiles,Pituophis_melanolecus,548,20,10.412
Reptiles,Pituophis_melanolecus,622,20,23.014
Reptiles,Pituophis_melanolecus,548,30,38.36
Reptiles,Pitupophis_catenifer,548,10,8.768
Reptiles,Pitupophis_catenifer,548,20,10.96
Reptiles,Pitupophis_catenifer,548,30,21.92
Reptiles,Pitupophis_catenifer,548,40,75.076
Reptiles,Podarcis_hispanica,3.43,5,0.04459
Reptiles,Podarcis_hispanica,3.43,10,0.0686
Reptiles,Podarcis_hispanica,3.43,15,0.11662
Reptiles,Podarcis_hispanica,3.43,20,0.3087
Reptiles,Podarcis_hispanica,3.43,25,0.53165
Reptiles,Podarcis_hispanica,3.43,30,0.79233
Reptiles,Podarcis_hispanica,3.43,35,0.9604
Reptiles,Podarcis_hispanica,3.6,20,0.576
Reptiles,Podarcis_hispanica,3.6,30,1.332
Reptiles,Podarcis_hispanica,3.6,35,2.106
Reptiles,Podarcis_lilfordi,7.4,20,0.5402
Reptiles,Podarcis_lilfordi,7.4,30,2.516
Reptiles,Podarcis_lilfordi,8.3,20,0.7055
Reptiles,Podarcis_lilfordi,8.3,30,1.7015
Reptiles,Podarcis_muralis,5.5,20,0.946
Reptiles,Podarcis_muralis,5.5,30,2.5795
Reptiles,Podarcis_muralis,5.5,35,2.3485
Reptiles,Psammodromus_algirus,5.2,20,0.6396
Reptiles,Psammodromus_algirus,5.2,30,1.7888
Reptiles,Psammodromus_algirus,5.2,35,2.626
Reptiles,Pseudonaja_nuchalis,214.1,24,7.9217
Reptiles,Pseudonaja_nuchalis,214.1,27,11.1332
Reptiles,Pseudonaja_nuchalis,214.1,30,14.3447
Reptiles,Pseudonaja_nuchalis,214.1,33,15.8434
Reptiles,Ptyodactylus_hasselquistii,8.5,20,0.51
Reptiles,Ptyodactylus_hasselquistii,8.5,30,1.241
Reptiles,Python_curtis,2373.5,20,17.72535
Reptiles,Python_curtis,2373.5,30,45.74423
Reptiles,Python_curtis,2373.5,34,65.58768
Reptiles,Python_molurus,29777.25,20,147.8181
Reptiles,Python_molurus,23162.25,30,363.6473
Reptiles,Python_molurus,33954.5,34,675.1985
Reptiles,Python_regius,787,20,6.873619
Reptiles,Python_regius,883.5,30,20.25686
Reptiles,Python_regius,830.5,34,28.43973
Reptiles,Python_reticulatus,14326,20,128.8228
Reptiles,Python_reticulatus,14326,30,334.5076
Reptiles,Python_reticulatus,14326,34,486.8621
Reptiles,Python_sebae,16140,20,112.4057
Reptiles,Python_sebae,16140,30,286.6705
Reptiles,Python_sebae,16140,34,394.2839
Reptiles,Salvadora_hexalepis,65,20,2.99
Reptiles,Salvadora_hexalepis,65,30,6.955
Reptiles,Sauromalus_hispidus,574,20,10.2746
Reptiles,Sauromalus_hispidus,574,30,29.848
Reptiles,Sauromalus_hispidus,574,37,50.4546
Reptiles,Sauromalus_hispidus,574,15,7.175
Reptiles,Sauromalus_hispidus,574,20,10.906
Reptiles,Sauromalus_hispidus,574,25,21.238
Reptiles,Sauromalus_hispidus,574,30,29.274
Reptiles,Sauromalus_hispidus,574,35,43.624
Reptiles,Sauromalus_hispidus,574,40,68.88
Reptiles,Sauromalus_obesus,150,20,4.35
Reptiles,Sauromalus_obesus,150,30,10.8
Reptiles,Sceloporus_graciosus,5,25,0.44
Reptiles,Sceloporus_graciosus,5,30,0.82
Reptiles,Sceloporus_graciosus,5,37,1.75
Reptiles,Sceloporus_occidentalis,10.105,10,0.76798
Reptiles,Sceloporus_occidentalis,10.105,16,1.722903
Reptiles,Sceloporus_occidentalis,10.105,20,17.5827
Reptiles,Sceloporus_occidentalis,10.105,25,1.09134
Reptiles,Sceloporus_occidentalis,10.105,30,49.5145
Reptiles,Sceloporus_occidentalis,10.105,31,2.273625
Reptiles,Sceloporus_occidentalis,10.105,35,28.95083
Reptiles,Sceloporos_occidentalis,10.105,40,81.8505
Reptiles,Sceloporus_olivaceus,24,20,1.5792
Reptiles,Sceloporus_olivaceus,21,25,3.507
Reptiles,Sceloporus_olivaceus,13,30,3.939
Reptiles,Sceloporus_undulatus,3.8,20,0.1482
Reptiles,Sceloporus_undulatus,3.8,25,0.4484
Reptiles,Sceloporus_undulatus,3.8,30,1.0146
Reptiles,Sceloporus_undulatus,3.8,35,1.349
Reptiles,Sceloporus_variabilis,12.215,10,2.015475
Reptiles,Sceloporus_variabilis,12.215,16,3.78665
Reptiles,Sceloporus_variabilis,12.215,35,21.80378
Reptiles,Scelotes_gronovii,1.1,23,0.1804
Reptiles,Scelotes_gronovii,1.1,33,0.2497
Reptiles,Scincella_lateralis,1,20,0.12
Reptiles,Scincella_lateralis,1,30,0.31
Reptiles,Scinus_mitranus,14.6,10,0.3942
Reptiles,Scinus_mitranus,14.6,15,0.4818
Reptiles,Scinus_mitranus,14.6,20,0.7592
Reptiles,Scinus_mitranus,14.6,25,1.5038
Reptiles,Scinus_mitranus,14.6,30,1.5914
Reptiles,Scinus_mitranus,14.6,35,2.19
Reptiles,Sibynomorphis_mikanii,11,20,1.353
Reptiles,Spalerosophis_cliffordi,300,15,15.6
Reptiles,Spalerosophis_cliffordi,300,20,21.6
Reptiles,Spalerosophis_cliffordi,300,25,29.7
Reptiles,Spalerosophis_cliffordi,300,30,40.5
Reptiles,Spalerosophis_cliffordi,300,35,57
Reptiles,Spalerosophis_cliffordi,300,37,76.5
Reptiles,Spalerosophis_cliffordi,300,40,127.5
Reptiles,Spalerosophis_cliffordi,351,30,47.736
Reptiles,Spalerosophis_cliffordi,300,41.8,171
Reptiles,Sphaerodactylus_beattyi,0.4,25,0.06
Reptiles,Sphaerodactylus_beattyi,0.4,30,0.09
Reptiles,Sphaerodactylus_cinereus,0.4,27,0.04
Reptiles,Sphaerodactylus_macrolepis,0.5,30,0.13
Reptiles,Sphenops_sepsoides,7.4,30,0.5846
Reptiles,Storeria_dekayi,7.2,20,0.63
Reptiles,Storeria_dekayi,7.2,30,1.1664
Reptiles,Tarentola_mauritanica,6.6,20,0.4422
Reptiles,Tarentola_mauritanica,6.6,30,0.8316
Reptiles,Tarentola_mauritanica,6.6,35,1.2012
Reptiles,Thamnodyastes_strigatus,55,20,2.255
Reptiles,Thamnophis_butleri,19.02,25,1.170681
Reptiles,Thamnophis_proximus,31,20,2.325
Reptiles,Thamnophis_proximus,31,30,4.65
Reptiles,Thamnophis_sirtalis,43,20,2.365
Reptiles,Thamnophis_sirtalis,200,29,6.6
Reptiles,Thamnophis_sirtalis,25,5,0.425
Reptiles,Thamnophis_sirtalis,25,10,1.275
Reptiles,Thamnophis_sirtalis,25,15,1.275
Reptiles,Thamnophis_sirtalis,25,20,1.85
Reptiles,Thamnophis_sirtalis,25,25,2.75
Reptiles,Thamnophis_sirtalis,25,30,4
Reptiles,Thamnophis_sirtalis,37.5,10,0.73125
Reptiles,Thamnophis_sirtalis,37.5,15,1.05
Reptiles,Thamnophis_sirtalis,37.5,20,1.5
Reptiles,Thamnophis_sirtalis,37.5,25,2.5875
Reptiles,Thamnophis_sirtalis,37.5,30,3.6
Reptiles,Tiliqua_rugosa,508.6,35,73.2384
Reptiles,Tiliqua_scincoides,493,20,13.311
Reptiles,Tiliqua_scincoides,493,30,44.37
Reptiles,Trachydosaurus_rugosus,461,20,13.83
Reptiles,Trachydosaurus_rugosus,461,30,41.49
Reptiles,Trachydosaurus_rugosus,461,37,64.54
Reptiles,Trogonophis_weigmanni,4.985,25,0.192172
Reptiles,Uromastyx_microlepis,289.84,20,3.507064
Reptiles,Uromastyx_microlepis,247.94,25,7.428282
Reptiles,Uromastyx_microlepis,269.04,30,13.15606
Reptiles,Uromastyx_microlepis,248.146,35,17.43474
Reptiles,Uromastyx_microlepis,291.546,40,32.53653
Reptiles,Uta_mearnsi,14,20,0.546
Reptiles,Uta_mearnsi,14,30,2.38
Reptiles,Uta_mearnsi,14,37,3.5
Reptiles,Uta_stansburiana,3.625,20,2.86375
Reptiles,Uta_stansburiana,3.625,30,4.948125
Reptiles,Uta_stansburiana,3.625,35,10.3675
Reptiles,Uta_stansburiana,3.625,37,1.0875
Reptiles,Uta_stansburiana,3.625,40,17.58125
Reptiles,Varanus_albigularis,963,35,149.265
Reptiles,Varanus_bengalensis,3440,20,92.88
Reptiles,Varanus_bengalensis,3440,30,175.44
Reptiles,Varanus_exanthematicus,3836,25,1893.623
Reptiles,Varanus_exanthematicus,3836,30,2969.545
Reptiles,Varanus_exanthematicus,3836,35,6729.422
Reptiles,Varanus_giganteus,2496,25.9,107.0784
Reptiles,Varanus_giganteus,2502,34.7,238.4406
Reptiles,Varanus_gilleni,27.5,37,5.3625
Reptiles,Varanus_gouldii,76.9,19.7,2.93758
Reptiles,Varanus_gouldi,674,20,16.176
Reptiles,Varanus_gouldi,674,30,51.898
Reptiles,Varanus_gouldii,169,30.7,11.4582
Reptiles,Varanus_gouldii,1086,35,97.74
Reptiles,Varanus_gouldii,154.6,35.5,19.04672
Reptiles,Varanus_gouldi,674,37,75.488
Reptiles,Varanus_gouldii,179.1,40,30.03507
Reptiles,Varanus_gouldii,674,15,6.066
Reptiles,Varanus_gouldii,674,20,18.198
Reptiles,Varanus_gouldii,674,25,35.722
Reptiles,Varanus_gouldii,674,30,51.898
Reptiles,Varanus_gouldii,674,35,67.4
Reptiles,Varanus_gouldii,674,40,80.88
Reptiles,Varanus_mertensi,904,35,70.512
Reptiles,Varanus_panoptes,2005,20.5,54.937
Reptiles,Varanus_panoptes,2003,30.6,178.0667
Reptiles,Varanus_panoptes,931,35,122.892
Reptiles,Varanus_panoptes,1427,35.3,171.24
Reptiles,Varanus_panoptes,799,40,164.3543
Reptiles,Varanus_varius,4410,30,220.5
Reptiles,Varnus_rosenbergi,1269.3,35,167.5476
Reptiles,Vipera_berus,63,25,5.67
Reptiles,Xantusia_henshawi,3.5,15,0.1295
Reptiles,Xantusia_henshawi,3.5,20,0.2485
Reptiles,Xantusia_henshawi,3.5,25,0.3675
Reptiles,Xantusia_henshawi,3.5,30,0.518
Reptiles,Xantusia_vigilis,1.5,30,0.2589
Reptiles,Xantusia_vigilis,1.5,25,0.168
Reptiles,Xenodon_guentheri,50,20,1.75
Reptiles,Xenodon_merremii,502,20,21.586
Reptiles,Xenodon_neuwiedii,53,20,1.961
Reptiles,Chelydra_serpentina,3473,10,11.63455
Reptiles,Chelydra_serpentina,3473,20,39.9395
Reptiles,Chelydra_serpentina,3473,30,125.028
Reptiles,Pseudemys_scripta,305,10,1.159
