"","ThermoMode","Group","ID","Lineage1.name","Lineage2.name","Lineage1.Mean.dS","Lineage2.Mean.dS","Lineage1.Mean.dN","Lineage2.Mean.dN","Lineage1.Mean.dNdS","Lineage2.Mean.dNdS","Lineage1.spp","Lineage2.spp","diff.dn.sd","diff.ds.sd","diff.dnds.sd","diff.dn","diff.ds","diff.dnds","diff.spp"
"63","Ectotherms","Reptiles",11,"Leiocephalidae","Hoplocercidae",0.03893,0.025371,0.004807,0.00367666666666667,0.123478037503211,0.144916111570954,29,19,NA,NA,NA,0.268066644314521,0.42815837215417,-0.160091727839648,0.422856850820034
"64","Ectotherms","Reptiles",12,"Iguanidae","Crotaphytidae",0.0328826388888889,0.0288472222222222,0.00450436111111111,0.00370880555555556,0.137535263846635,0.12851839521349,44,12,0.124291293738452,0.136651977485625,0.0642817402573577,0.196707491479713,0.130641204821144,0.0660662866585694,1.29928298413026
"65","Ectotherms","Reptiles",13,"Leptotyphlopidae","Gerrhopilidae+Typhlopidae+Xenotyphlopidae",0.0548196142857143,0.0586170428571429,0.00829840952380952,0.00952054761904762,0.151517897397332,0.163643399470166,142,295,0.0948404880774441,0.128229179615832,0.0424128654919432,0.134811196771301,0.0589841485300109,0.0758270482412903,0.731148298738559
"66","Ectotherms","Reptiles",14,"Aniliidae","Tropidophiidae",0.0251007333333333,0.0291499333333333,0.00410666666666667,0.00518353333333333,0.16363907843526,0.177809928310991,1,34,0.0305780460913108,0.0208351268204622,0.0160508629262819,0.232676609399898,0.149480746335327,0.0831958630645713,3.52636052461616
"67","Ectotherms","Reptiles",15,"Cylindrophiidae","Uropeltidae",0.0168666333333333,0.0225088666666667,0.002849,0.00438953333333333,0.168829415493089,0.195829069567465,14,56,0.153487084281041,0.179699540560169,0.0492635665011801,0.422277877887709,0.273985828162516,0.148292049725194,1.38629436111989
"68","Ectotherms","Reptiles",16,"Xenopeltidae","Loxocemidae+Pythonidae",0.0204525666666667,0.0168842,0.0034118,0.0026178,0.166897128679793,0.155098738268247,2,42,0.0411685608468586,0.0264617659378074,0.0220872080261017,-0.265577952910778,-0.192199501595658,-0.0733784513151197,3.04452243772342
"69","Ectotherms","Reptiles",17,"Bolyeridae+Xenophidiidae","Boidae",0.0252557777777778,0.0195086666666667,0.00362188888888889,0.00325088888888889,0.143410643774425,0.166974852504725,4,62,0.0703950329472666,0.0971170593855811,0.0268059435410923,-0.109358968620351,-0.261177184838208,0.151818216217857,2.7408400239252
"70","Ectotherms","Reptiles",20,"Cyclocoridae+Elapidae+Lamprophiidae+Colubridae","Colubridae",0.01981838,0.02077551,0.00320438,0.00347580333333333,0.163109268531086,0.16671620857025,699,1967,0.32209105954297,0.321568267772472,0.107640754628423,0.0408048917970268,0.0174621829077534,0.0233427088892735,1.03461407615525
"71","Endotherms","Mammals",1,"Dasypodidae_Tolypeutes et al.","Dasypodidae_Dasypus",0.015846,0.020263,0.00235666666666667,0.00322333333333333,0.148723126761749,0.159074832617743,14,7,NA,NA,NA,-0.313167829556718,-0.245879460340142,-0.0672883692165769,0.693147180559945
"72","Endotherms","Mammals",2,"Myrmecophagidae+Cyclopedidae","Megalonychidae+Bradypodidae",0.032511,0.0227333333333333,0.00495558333333333,0.00398525,0.152414748766484,0.175297961967881,4,6,0.015225069880269,0.0159695343093358,0.0120350453955983,-0.217687153960981,-0.357598506465297,0.139911352504316,0.405465108108164
"73","Endotherms","Mammals",3,"Macroscelididae","Orycteropodidae",0.0723406666666667,0.0391936666666667,0.008964,0.005085,0.123913704601377,0.129740349206079,15,1,NA,NA,NA,0.566921526438158,0.612871273104375,-0.045949746666218,2.70805020110221
"74","Endotherms","Mammals",4,"Chrysochloridae","Tenrecidae",0.0543711666666667,0.0802145,0.00629616666666667,0.00972183333333334,0.115813691515741,0.12136064969006,21,30,0.0492957967853814,0.0964091869853645,0.0471133901999831,0.434169929159431,0.38770436696981,0.0464655621896213,0.356674943938732
"75","Endotherms","Mammals",5,"Trichechidae","Dugongidae",0.00482433333333333,0.00647133333333334,0.0008125,0.00122816666666666,0.168878584704477,0.189853825070266,3,2,0.154203052918477,0.108196373675807,0.0460066792426681,-0.402494896343987,-0.284815607874906,-0.117679288469081,0.405465108108164
"76","Endotherms","Mammals",6,"Elephantidae","Procaviidae",0.0246318333333333,0.05022725,0.00360525,0.00712083333333333,0.146359249349207,0.141772478274837,3,4,0.0215003404587386,0.00340733801793611,0.0181232389822028,0.680778419756276,0.712522595488987,-0.0317441757327108,0.287682072451781
"77","Endotherms","Mammals",7,"Lorisidae","Galagidae",0.014817,0.0153906666666667,0.00199633333333333,0.001847,0.134732626937526,0.120007796933206,9,19,NA,NA,NA,-0.0777494633971108,0.0379860948579607,-0.115735558255072,0.747214401830221
"78","Endotherms","Mammals",8,"Lemuridae","Indridae+Cheirogaleidae+Lepilemuridae",0.0132016507936508,0.0160785238095238,0.00195929365079365,0.0023586746031746,0.148334806809282,0.146512306822255,19,40,0.196592728987649,0.181620194074497,0.0349546293365069,0.170524335847956,0.182759114647205,-0.0122347787992492,0.744440474947496
"79","Endotherms","Mammals",9,"Pitheciidae","Atelidae+Aotidae+Cebidae",0.00977300000000001,0.0106089166666667,0.00141625,0.0014779,0.144516676357375,0.139830682735676,40,88,0.140331082284979,0.121986179115501,0.0717091036539511,0.0458753173387687,0.079525841611804,-0.0336505242730354,0.788457360364271
"80","Endotherms","Mammals",10,"Hominidae+Hylobatidae","Cercopithecidae",0.00895554444444445,0.0110517333333333,0.00127845,0.00154373333333333,0.142749576805528,0.139542379872761,21,132,0.102530925833058,0.0402604262585572,0.0704570125509669,0.186035308848342,0.210511656995668,-0.0244763481473265,1.83827948486295
"81","Endotherms","Mammals",11,"Ochotonidae","Leporidae",0.0649421666666667,0.04170975,0.00729041666666667,0.004575,0.112256646701402,0.109674901302063,30,61,0.0198534179628018,0.0132989896805351,0.010861364663809,-0.466151772913122,-0.442882900603291,-0.0232688723098315,0.709676482511156
"82","Endotherms","Mammals",12,"Gliridae","Aplodontiidae+Sciuridae",0.0539351666666667,0.0441715888888889,0.00609614444444444,0.00512473333333333,0.112712834656042,0.115967776336771,28,279,0.154774570332885,0.119001261836134,0.0500795298204543,-0.164609365724936,-0.192701216962411,0.0280918512374756,2.29900727164616
"83","Endotherms","Mammals",13,"Petromuridae","Thryonomyidae",0.0289893333333333,0.0295873333333333,0.003495,0.00405933333333333,0.120561585870665,0.137198350645547,1,2,NA,NA,NA,0.149685380832499,0.0204183955812116,0.129266985251286,0.693147180559945
"84","Endotherms","Mammals",14,"Bathyergidae","Heterocephalidae",0.0253233333333333,0.01952,0.00369666666666667,0.00320866666666667,0.145978675793077,0.164378415300547,15,1,NA,NA,NA,0.141576030481358,0.260286655862073,-0.118710625380715,2.70805020110221
"85","Endotherms","Mammals",15,"Chinchillidae","Dinomyidae",0.0189293333333333,0.0258296666666667,0.00220866666666667,0.00354133333333333,0.116679580192999,0.137103330795338,7,1,NA,NA,NA,-0.472114288856372,-0.310810955000312,-0.16130333385606,1.94591014905531
"86","Endotherms","Mammals",16,"Echimyidae","Octodontidae+Ctenomyidae",0.0291223333333333,0.0241198333333333,0.003741,0.00293183333333333,0.128457816053802,0.121314377098864,112,73,0.150684368388184,0.113366910963723,0.0373174574244615,0.249059664222784,0.191528467856269,0.0575311963665164,0.428039430146703
"87","Endotherms","Mammals",17,"Dasyproctidae+Cuniculidae","Caviidae",0.0202082,0.0304558666666667,0.00255913333333333,0.00383873333333333,0.127042036992672,0.127359687777136,15,18,0.0614248027492241,0.0937403651297928,0.0565458465605773,0.403907658870873,0.40502431267288,-0.00111665380200656,0.182321556793954
